order_id,order_date,amount,product_id
ORD100735,2023-09-18,66.75,31
ORD100736,2023-06-18,143.03,21
ORD100737,2024-01-09,108.27,44
ORD100738,2023-11-29,47.05,22
ORD100739,2023-05-24,23.08,20
ORD100740,2024-06-20,61.26,1
ORD100741,2024-02-17,66.18,38
ORD100742,2023-07-20,34.21,39
ORD100743,2023-07-23,151.71,39
ORD100744,2024-08-19,44.71,11
ORD100745,2024-06-03,17.76,41
ORD100746,2023-10-27,22.4,32
ORD100747,2023-12-12,64.47,45
ORD100748,2023-05-21,40.19,21
ORD100749,2024-02-24,28.35,5
ORD100750,2023-08-20,40.15,4
ORD100751,2023-12-31,23.98,45
ORD100752,2023-03-20,45.74,47
ORD100753,2024-01-06,104.24,17
ORD100754,2023-02-09,53.8,47
ORD100755,2023-08-14,26.58,32
ORD100756,2023-07-18,32.47,35
ORD100757,2024-11-16,259.83,45
ORD100758,2023-03-04,169.06,42
ORD100759,2024-04-03,81.74,23
ORD100760,2024-09-07,14.66,23
ORD100761,2024-07-04,28.87,4
ORD100762,2024-04-29,95.26,8
ORD100763,2024-10-11,95.98,23
ORD100764,2023-05-09,13.57,24
ORD100765,2024-12-27,37.11,38
ORD100766,2024-04-15,159.4,25
ORD100767,2024-07-22,75.93,45
ORD100768,2023-06-05,236.07,23
ORD100769,2023-09-16,44.81,3
ORD100770,2024-04-09,76.48,26
ORD100771,2024-02-06,37.8,5
ORD100772,2024-11-04,86.16,22
ORD100773,2024-11-17,86.54,41
ORD100774,2023-07-15,26.32,1
ORD100775,2023-07-12,10.27,13
ORD100776,2024-10-28,30.75,8
ORD100777,2024-08-13,105.45,50
ORD100778,2024-12-04,100.14,31
ORD100779,2024-09-20,169.55,18
ORD100780,2024-05-25,22.06,2
ORD100781,2024-08-10,65.92,10
ORD100782,2024-01-06,204.21,43
ORD100783,2024-12-28,48.84,34
ORD100784,2024-12-08,127.37,5
ORD100785,2023-03-04,111.41,15
ORD100786,2024-06-15,109.05,12
ORD100787,2024-07-25,16.3,47
ORD100788,2023-06-04,20.18,28
ORD100789,2023-03-22,70.26,26
ORD100790,2024-09-25,153.56,17
ORD100791,2024-10-31,26.06,47
ORD100792,2023-02-26,83.78,12
ORD100793,2023-08-30,160.53,49
ORD100794,2023-10-03,33.96,6
ORD100795,2024-11-29,148.73,18
ORD100796,2023-12-06,113.5,36
ORD100797,2024-05-19,60.29,31
ORD100798,2024-03-06,41.37,38
ORD100799,2023-11-17,154.55,17
ORD100800,2023-08-31,151.22,26
ORD100801,2024-03-19,23.99,20
ORD100802,2024-02-19,141.48,25
ORD100803,2024-11-09,81.51,17
ORD100804,2023-08-31,148.07,4
ORD100805,2024-02-23,92.23,45
ORD100806,2023-11-23,14.52,39
ORD100807,2024-12-10,69.89,7
ORD100808,2023-10-20,54.39,17
ORD100809,2023-07-26,117.52,7
ORD100810,2023-09-23,37.3,31
ORD100811,2024-05-03,70.08,15
ORD100812,2023-11-12,54.56,48
ORD100813,2023-09-28,231.22,11
ORD100814,2023-05-15,277.7,48
ORD100815,2024-03-25,12.58,12
ORD100816,2023-06-07,219.02,29
ORD100817,2023-07-07,31.28,32
ORD100818,2024-01-28,20.16,26
ORD100819,2023-10-09,24.74,41
ORD100820,2024-09-20,94.41,47
ORD100821,2024-08-09,65.21,29
ORD100822,2024-07-11,192.4,1
ORD100823,2023-06-20,168.57,48
ORD100824,2023-11-02,14.24,16
ORD100825,2023-03-17,19.91,28
ORD100826,2023-01-10,35.28,41
ORD100827,2024-10-14,114.5,36
ORD100828,2024-03-09,188.82,3
ORD100829,2023-07-05,205.35,40
ORD100830,2024-04-13,75.72,41
ORD100831,2023-11-08,41.49,25
ORD100832,2024-12-11,124.49,8
ORD100833,2023-11-27,19.37,48
ORD100834,2024-09-22,24.58,26
ORD100835,2024-08-02,35.96,16
ORD100836,2023-07-18,27.07,12
ORD100837,2024-04-14,99.02,48
ORD100838,2023-06-25,45.79,1
ORD100839,2024-04-27,97.28,7
ORD100840,2023-11-04,41.97,40
ORD100841,2024-09-30,28.02,20
ORD100842,2023-05-23,210.45,38
ORD100843,2023-07-03,24.57,3
ORD100844,2024-02-15,102.36,36
ORD100845,2023-10-11,52.45,32
ORD100846,2024-11-08,77.03,23
ORD100847,2023-04-19,21.92,25
ORD100848,2023-07-08,115.3,8
ORD100849,2024-12-07,83.34,24
ORD100850,2023-06-10,78.92,10
ORD100851,2023-06-28,25.72,46
ORD100852,2024-11-19,45.25,43
ORD100853,2024-12-21,45.16,49
ORD100854,2024-05-19,23.13,39
ORD100855,2023-04-02,11.49,48
ORD100856,2024-06-24,27.42,11
ORD100857,2023-10-02,10.51,25
ORD100858,2023-12-25,15.94,9
ORD100859,2023-07-24,23.89,12
ORD100860,2024-08-09,13.38,15
ORD100861,2023-04-16,28.85,35
ORD100862,2024-12-17,62.01,23
ORD100863,2024-04-26,26.99,4
ORD100864,2023-09-22,245.87,20
ORD100865,2023-10-27,46.76,45
ORD100866,2023-01-14,92.97,29
ORD100867,2024-12-05,197.92,14
ORD100868,2024-08-15,350.85,30
ORD100869,2023-09-21,34.47,35
ORD100870,2024-07-23,35.38,25
ORD100871,2024-11-29,67.4,31
ORD100872,2024-04-16,149.65,4
ORD100873,2023-03-20,41.52,7
ORD100874,2023-12-13,23.28,29
ORD100875,2024-06-21,56.03,40
ORD100876,2023-04-18,27.43,13
ORD100877,2023-03-20,142.6,47
ORD100878,2023-04-17,115.75,24
ORD100879,2023-12-20,28.97,15
ORD100880,2024-04-30,14.29,35
ORD100881,2024-06-21,38.56,26
ORD100882,2024-02-21,70.94,38
ORD100883,2023-12-29,153.15,30
ORD100884,2024-09-10,10.25,50
ORD100885,2024-10-17,144.6,50
ORD100886,2023-09-23,89.34,33
ORD100887,2024-07-10,96.59,1
ORD100888,2024-05-03,122.78,8
ORD100889,2023-03-21,158.11,12
ORD100890,2023-04-13,15.77,14
ORD100891,2023-01-13,87.58,33
ORD100892,2023-12-30,94.93,32
ORD100893,2024-01-21,109.05,15
ORD100894,2023-07-07,11.49,27
ORD100895,2024-08-30,57.34,16
ORD100896,2023-04-13,59.94,40
ORD100897,2023-10-20,28.83,42
ORD100898,2024-04-14,24.22,10
ORD100899,2024-07-30,67.23,39
ORD100900,2024-03-21,47.56,10
ORD100901,2023-12-30,148.21,15
ORD100902,2023-01-24,64.39,42
ORD100903,2024-06-24,103.44,45
ORD100904,2023-08-21,72.22,47
ORD100905,2023-07-25,15.82,1
ORD100906,2023-03-03,18.11,40
ORD100907,2024-12-31,37.68,13
ORD100908,2024-03-20,74.13,35
ORD100909,2023-08-10,167.86,5
ORD100910,2024-07-24,53.64,25
ORD100911,2023-12-15,117.15,48
ORD100912,2024-09-29,25.69,26
ORD100913,2023-08-17,206.35,6
ORD100914,2023-09-29,167.99,49
ORD100915,2023-08-17,49.37,1
ORD100916,2023-10-14,239.48,30
ORD100917,2023-02-12,20.12,22
ORD100918,2023-08-11,70.8,7
ORD100919,2023-11-25,162.6,1
ORD100920,2023-12-24,56.16,17
ORD100921,2024-05-04,113.1,29
ORD100922,2024-12-11,125.7,32
ORD100923,2024-04-12,55.57,5
ORD100924,2024-10-08,11.85,22
ORD100925,2023-04-09,39.13,46
ORD100926,2023-11-26,66.13,42
ORD100927,2024-07-29,523.13,1
ORD100928,2023-01-30,14.05,34
ORD100929,2024-11-29,30.12,18
ORD100930,2024-01-03,43.92,23
ORD100931,2024-05-21,17.37,42
ORD100932,2023-12-18,21.56,39
ORD100933,2024-04-18,135.4,48
ORD100934,2024-04-18,115.54,28
ORD100935,2023-06-13,12.87,10
ORD100936,2023-11-29,24.72,45
ORD100937,2024-05-22,202.8,4
ORD100938,2023-04-03,58.87,14
ORD100939,2023-10-27,10.23,6
ORD100940,2023-03-09,38.39,39
ORD100941,2023-03-27,44.72,12
ORD100942,2023-12-23,50.55,42
ORD100943,2024-03-13,37.97,11
ORD100944,2024-03-09,58.83,3
ORD100945,2023-05-11,264.13,39
ORD100946,2023-06-29,71.22,7
ORD100947,2024-03-14,54.93,21
ORD100948,2024-07-12,66.45,40
ORD100949,2023-04-20,65.96,21
ORD100950,2024-04-03,144.82,4
ORD100951,2024-11-24,36.8,18
ORD100952,2024-05-10,112.77,19
ORD100953,2024-07-06,20.54,27
ORD100954,2024-01-14,54.43,32
ORD100955,2024-11-20,125.15,31
ORD100956,2024-08-09,199.5,19
ORD100957,2024-04-14,113.51,1
ORD100958,2023-03-14,51.82,42
ORD100959,2023-01-25,159.22,49
ORD100960,2024-10-29,14.44,25
ORD100961,2024-10-04,165.51,28
ORD100962,2023-01-03,39.2,19
ORD100963,2024-06-15,67.51,18
ORD100964,2024-11-29,15.16,17
ORD100965,2023-03-01,35.64,44
ORD100966,2023-05-23,129.67,38
ORD100967,2024-08-14,121.68,20
ORD100968,2023-05-23,41.86,34
ORD100969,2024-09-16,83.12,39
ORD100970,2024-09-12,23.36,41
ORD100971,2024-07-01,28.52,34
ORD100972,2023-03-30,279.83,26
ORD100973,2023-04-03,445.31,47
ORD100974,2023-05-15,37.2,41
ORD100975,2024-01-19,21.96,19
ORD100976,2024-11-15,55.82,13
ORD100977,2024-07-03,32.04,40
ORD100978,2024-04-25,27.78,30
ORD100979,2024-06-20,24.06,25
ORD100980,2024-01-06,74.45,1
ORD100981,2024-02-08,67.19,47
ORD100982,2024-02-22,47.04,27
ORD100983,2023-03-28,388.23,32
ORD100984,2024-08-15,73.62,18
ORD100985,2023-06-09,198.74,38
ORD100986,2024-12-13,236.39,21
ORD100987,2023-12-16,34.34,16
ORD100988,2023-04-05,103.44,19
ORD100989,2023-03-23,220.67,21
ORD100990,2023-03-12,96.0,34
ORD100991,2023-03-22,74.09,45
ORD100992,2024-02-25,121.09,15
ORD100993,2024-09-18,65.14,47
ORD100994,2023-08-22,32.31,6
ORD100995,2023-08-23,80.23,8
ORD100996,2023-06-14,111.41,44
ORD100997,2024-04-29,301.68,25
ORD100998,2023-09-14,123.99,41
ORD100999,2023-02-27,106.68,34
ORD101000,2024-12-09,46.87,46
ORD101001,2023-12-20,330.52,22
ORD101002,2023-07-19,71.88,10
ORD101003,2024-09-16,24.16,1
ORD101004,2024-01-07,20.47,49
ORD101005,2024-07-22,53.45,39
ORD101006,2024-01-19,112.75,33
ORD101007,2024-02-04,149.53,26
ORD101008,2023-01-02,64.82,3
ORD101009,2023-04-24,337.64,18
ORD101010,2023-06-01,20.84,45
ORD101011,2024-11-28,29.81,18
ORD101012,2024-01-18,178.35,13
ORD101013,2024-08-29,21.18,39
ORD101014,2023-07-22,22.87,24
ORD101015,2024-08-05,98.67,45
ORD101016,2023-10-24,154.14,42
ORD101017,2023-10-16,89.76,13
ORD101018,2024-07-14,27.4,32
ORD101019,2023-12-03,78.68,32
ORD101020,2024-04-06,83.49,12
ORD101021,2024-05-29,161.35,48
ORD101022,2023-06-21,36.7,27
ORD101023,2024-11-14,11.97,44
ORD101024,2023-02-05,387.43,19
ORD101025,2024-01-28,151.6,28
ORD101026,2024-06-23,19.35,18
ORD101027,2023-10-05,126.99,41
ORD101028,2023-10-07,24.98,39
ORD101029,2023-03-31,81.95,42
ORD101030,2024-05-08,158.45,8
ORD101031,2023-02-10,77.38,4
ORD101032,2023-07-14,37.62,28
ORD101033,2024-06-30,56.81,34
ORD101034,2023-06-16,16.91,25
ORD101035,2024-08-27,240.53,13
ORD101036,2024-08-08,17.57,22
ORD101037,2024-02-02,103.31,17
ORD101038,2023-04-16,91.87,42
ORD101039,2024-06-27,432.3,37
ORD101040,2023-07-13,24.44,49
ORD101041,2024-01-15,22.14,2
ORD101042,2023-11-22,23.44,6
ORD101043,2024-06-23,57.18,10
ORD101044,2023-03-23,177.45,31
ORD101045,2023-11-12,43.31,33
ORD101046,2023-03-29,35.32,37
ORD101047,2023-10-23,30.61,50
ORD101048,2023-10-03,13.98,37
ORD101049,2024-03-19,26.47,14
ORD101050,2023-03-08,66.24,18
ORD101051,2024-04-10,10.91,49
ORD101052,2023-06-24,84.45,2
ORD101053,2024-07-25,34.21,28
ORD101054,2024-02-10,146.19,43
ORD101055,2024-01-18,100.98,5
ORD101056,2023-07-30,76.89,8
ORD101057,2024-01-17,41.43,13
ORD101058,2024-02-07,41.72,45
ORD101059,2024-02-20,192.32,4
ORD101060,2024-11-25,176.33,7
ORD101061,2024-06-26,81.31,16
ORD101062,2024-12-22,281.56,45
ORD101063,2024-02-18,92.41,22
ORD101064,2024-05-09,48.9,25
ORD101065,2023-05-03,253.64,18
ORD101066,2023-03-08,16.28,49
ORD101067,2024-05-24,68.97,19
ORD101068,2023-01-17,54.37,5
ORD101069,2023-04-30,82.65,4
ORD101070,2024-04-19,40.2,42
ORD101071,2024-08-29,42.59,48
ORD101072,2024-11-16,15.6,32
ORD101073,2024-05-05,63.85,23
ORD101074,2024-07-09,54.85,12
ORD101075,2023-02-06,150.92,26
ORD101076,2024-02-24,124.96,37
ORD101077,2023-08-08,11.37,2
ORD101078,2024-07-19,113.23,30
ORD101079,2024-11-12,23.55,1
ORD101080,2024-05-10,52.52,37
ORD101081,2023-05-22,21.81,49
ORD101082,2024-07-06,167.05,49
ORD101083,2024-01-20,154.68,40
ORD101084,2024-05-18,103.37,13
ORD101085,2023-02-15,91.2,27
ORD101086,2023-04-10,108.52,20
ORD101087,2024-10-06,267.1,46
ORD101088,2024-06-03,163.86,32
ORD101089,2023-10-31,77.5,2
ORD101090,2024-05-20,50.58,48
ORD101091,2023-09-01,142.03,23
ORD101092,2023-05-16,64.94,1
ORD101093,2023-04-12,11.14,44
ORD101094,2024-10-16,234.29,28
ORD101095,2023-12-18,80.32,1
ORD101096,2024-05-10,29.15,22
ORD101097,2023-09-17,107.48,28
ORD101098,2023-01-24,232.16,14
ORD101099,2023-08-15,63.09,23
ORD101100,2023-07-28,107.88,26
ORD101101,2024-12-06,82.93,11
ORD101102,2023-05-02,22.59,44
ORD101103,2023-09-26,53.77,25
ORD101104,2024-01-08,458.7,10
ORD101105,2023-07-06,17.78,6
ORD101106,2024-01-22,50.82,5
ORD101107,2024-06-14,29.6,35
ORD101108,2023-08-11,153.33,12
ORD101109,2024-11-13,166.62,13
ORD101110,2024-01-11,95.66,4
ORD101111,2023-05-06,29.49,48
ORD101112,2024-11-18,55.97,49
ORD101113,2023-06-03,109.52,41
ORD101114,2023-01-18,138.41,34
ORD101115,2023-01-17,67.11,36
ORD101116,2023-09-09,13.97,46
ORD101117,2023-06-24,37.54,4
ORD101118,2024-11-27,89.73,14
ORD101119,2023-03-03,23.76,38
ORD101120,2024-04-09,31.22,21
ORD101121,2023-12-07,252.96,2
ORD101122,2023-11-18,130.33,14
ORD101123,2023-12-01,92.68,24
ORD101124,2023-03-21,76.79,30
ORD101125,2023-12-20,97.06,17
ORD101126,2024-03-11,71.64,20
ORD101127,2024-05-13,75.98,13
ORD101128,2024-07-25,37.75,48
ORD101129,2024-03-13,24.73,25
ORD101130,2023-11-22,41.34,42
ORD101131,2024-03-14,126.77,40
ORD101132,2023-07-10,99.35,42
ORD101133,2023-09-18,89.18,31
ORD101134,2023-03-14,236.45,10
ORD101135,2023-10-17,11.71,34
ORD101136,2024-04-02,76.93,24
ORD101137,2024-08-13,75.88,24
ORD101138,2023-11-06,106.14,6
ORD101139,2023-03-18,36.38,18
ORD101140,2023-02-17,273.29,2
ORD101141,2024-10-25,160.01,4
ORD101142,2023-12-01,94.77,40
ORD101143,2024-07-08,38.87,28
ORD101144,2023-01-04,71.81,42
ORD101145,2024-05-11,71.46,3
ORD101146,2023-11-13,151.83,47
ORD101147,2023-02-07,76.57,32
ORD101148,2024-11-25,57.66,4
ORD101149,2024-08-17,27.86,5
ORD101150,2024-12-30,213.0,17
ORD101151,2023-01-22,98.51,20
ORD101152,2024-08-12,131.74,32
ORD101153,2023-09-13,10.43,33
ORD101154,2023-07-10,28.72,23
ORD101155,2024-04-02,34.26,8
ORD101156,2024-12-27,66.48,12
ORD101157,2024-09-23,390.45,1
ORD101158,2024-05-18,27.93,46
ORD101159,2023-05-20,50.05,3
ORD101160,2024-02-17,69.63,4
ORD101161,2024-02-23,25.12,43
ORD101162,2024-04-20,113.32,49
ORD101163,2023-06-19,91.77,18
ORD101164,2023-10-09,21.49,50
ORD101165,2023-05-28,55.34,50
ORD101166,2024-01-01,195.77,41
ORD101167,2023-04-11,87.81,40
ORD101168,2024-10-18,108.99,18
ORD101169,2024-11-28,31.34,18
ORD101170,2023-11-16,42.02,5
ORD101171,2024-08-02,64.58,34
ORD101172,2023-01-29,126.67,42
ORD101173,2024-07-08,19.35,11
ORD101174,2024-04-26,24.51,16
ORD101175,2023-04-18,33.48,22
ORD101176,2023-10-25,39.65,5
ORD101177,2024-01-12,214.04,39
ORD101178,2024-03-11,13.42,40
ORD101179,2024-11-23,33.35,48
ORD101180,2023-06-08,167.25,43
ORD101181,2023-03-16,93.66,3
ORD101182,2023-06-22,98.05,36
ORD101183,2023-09-30,52.81,27
ORD101184,2023-11-26,250.75,8
ORD101185,2023-03-06,78.17,41
ORD101186,2023-09-08,89.9,38
ORD101187,2024-03-12,48.27,21
ORD101188,2024-05-23,11.29,14
ORD101189,2023-11-03,38.81,8
ORD101190,2023-10-09,16.02,49
ORD101191,2024-09-02,29.47,28
ORD101192,2024-10-04,113.11,18
ORD101193,2024-04-24,58.77,42
ORD101194,2023-08-06,102.69,17
ORD101195,2023-04-22,114.64,35
ORD101196,2023-08-02,261.6,2
ORD101197,2024-06-27,76.21,10
ORD101198,2024-01-08,95.69,32
ORD101199,2023-03-01,61.38,5
ORD101200,2023-12-27,17.25,35
ORD101201,2023-11-24,39.88,30
ORD101202,2023-02-03,21.26,45
ORD101203,2024-11-22,34.41,32
ORD101204,2024-07-09,114.3,7
ORD101205,2024-09-01,18.02,24
ORD101206,2023-01-26,27.7,25
ORD101207,2023-09-22,74.37,20
ORD101208,2023-12-29,82.57,23
ORD101209,2023-06-23,15.16,20
ORD101210,2023-09-24,24.91,39
ORD101211,2023-08-17,77.57,7
ORD101212,2023-07-30,67.2,42
ORD101213,2024-08-02,19.12,12
ORD101214,2023-09-02,187.45,18
ORD101215,2023-11-22,28.62,28
ORD101216,2023-05-17,280.21,16
ORD101217,2023-07-08,108.88,29
ORD101218,2023-12-31,11.12,1
ORD101219,2023-05-25,17.16,20
ORD101220,2024-02-10,16.49,24
ORD101221,2023-12-14,114.58,48
ORD101222,2023-06-10,103.57,5
ORD101223,2024-07-13,18.93,21
ORD101224,2024-04-11,69.04,44
ORD101225,2023-06-25,73.8,24
ORD101226,2023-10-22,28.8,36
ORD101227,2024-12-26,21.88,37
ORD101228,2024-09-01,180.98,47
ORD101229,2024-09-04,31.75,23
ORD101230,2023-12-10,56.35,19
ORD101231,2023-12-30,44.88,26
ORD101232,2023-10-08,48.76,27
ORD101233,2023-11-27,51.67,25
ORD101234,2024-09-21,137.19,8
ORD101235,2024-06-14,32.68,28
ORD101236,2024-08-17,28.72,50
ORD101237,2024-06-24,22.51,9
ORD101238,2023-06-22,73.28,7
ORD101239,2023-10-29,143.18,32
ORD101240,2024-06-12,64.73,43
ORD101241,2023-01-13,131.19,5
ORD101242,2024-07-20,24.24,1
ORD101243,2023-11-17,21.15,40
ORD101244,2024-08-13,12.83,13
ORD101245,2023-05-28,30.66,15
ORD101246,2024-01-03,23.06,40
ORD101247,2024-02-02,170.82,6
ORD101248,2023-05-28,214.28,36
ORD101249,2024-12-21,169.41,41
ORD101250,2024-11-08,26.28,15
ORD101251,2024-03-30,12.74,2
ORD101252,2024-10-23,24.6,12
ORD101253,2024-04-09,77.79,23
ORD101254,2023-10-17,109.73,9
ORD101255,2024-05-10,48.49,15
ORD101256,2024-11-22,160.07,2
ORD101257,2024-05-27,13.45,27
ORD101258,2024-11-02,130.97,44
ORD101259,2024-04-15,72.21,29
ORD101260,2024-02-07,50.91,24
ORD101261,2024-01-29,54.45,39
ORD101262,2023-05-15,47.77,15
ORD101263,2023-12-02,10.68,17
ORD101264,2024-09-21,25.17,28
ORD101265,2024-01-04,102.98,20
ORD101266,2023-02-01,51.47,25
ORD101267,2024-10-25,82.97,15
ORD101268,2024-01-08,72.57,38
ORD101269,2024-12-12,291.79,1
ORD101270,2024-10-20,98.54,4
ORD101271,2024-09-01,21.62,30
ORD101272,2024-07-23,31.86,20
ORD101273,2023-06-10,75.09,42
ORD101274,2024-06-06,40.92,6
ORD101275,2023-05-04,33.22,47
ORD101276,2023-11-02,32.13,14
ORD101277,2024-08-25,23.49,48
ORD101278,2023-10-27,95.33,46
ORD101279,2023-01-07,31.94,25
ORD101280,2023-12-14,39.14,15
ORD101281,2024-08-04,59.03,16
ORD101282,2024-02-27,16.3,49
ORD101283,2024-07-20,121.85,40
ORD101284,2023-12-18,255.55,48
ORD101285,2024-07-24,140.26,29
ORD101286,2024-11-02,55.31,50
ORD101287,2023-04-07,120.65,20
ORD101288,2023-09-17,91.17,17
ORD101289,2023-01-31,23.76,44
ORD101290,2024-11-17,43.24,42
ORD101291,2023-09-16,115.53,38
ORD101292,2023-10-22,195.65,35
ORD101293,2024-03-18,26.51,36
ORD101294,2024-06-20,191.05,3
ORD101295,2024-08-28,118.46,42
ORD101296,2024-10-28,160.45,23
ORD101297,2024-10-07,162.79,2
ORD101298,2024-01-28,100.12,13
ORD101299,2023-03-09,19.1,43
ORD101300,2023-03-13,184.69,23
ORD101301,2023-03-27,219.62,17
ORD101302,2024-05-25,397.2,33
ORD101303,2023-05-13,98.94,11
ORD101304,2023-03-29,16.51,42
ORD101305,2024-05-03,187.67,34
ORD101306,2024-06-10,119.75,25
ORD101307,2023-11-09,238.7,7
ORD101308,2023-05-05,101.74,25
ORD101309,2024-06-13,82.68,30
ORD101310,2023-10-04,40.49,11
ORD101311,2023-01-14,41.3,16
ORD101312,2023-01-31,73.03,35
ORD101313,2024-07-17,16.85,13
ORD101314,2024-11-05,39.95,16
ORD101315,2024-06-21,29.08,25
ORD101316,2023-04-30,78.97,38
ORD101317,2024-01-19,207.06,30
ORD101318,2023-01-05,35.18,19
ORD101319,2023-10-11,320.45,4
ORD101320,2024-07-02,15.55,25
ORD101321,2023-05-14,51.35,3
ORD101322,2023-07-01,56.13,24
ORD101323,2024-10-05,123.56,15
ORD101324,2024-03-22,50.85,21
ORD101325,2023-07-21,72.91,38
ORD101326,2023-07-26,95.3,45
ORD101327,2024-05-30,68.59,12
ORD101328,2024-06-23,169.88,20
ORD101329,2023-02-06,77.85,21
ORD101330,2024-11-17,44.59,3
ORD101331,2024-07-22,31.19,10
ORD101332,2023-04-26,117.73,28
ORD101333,2024-09-01,125.34,34
ORD101334,2023-05-29,90.03,28
ORD101335,2024-07-22,67.09,48
ORD101336,2024-10-07,37.99,26
ORD101337,2024-01-24,51.17,38
ORD101338,2024-08-05,25.19,5
ORD101339,2023-01-06,89.68,13
ORD101340,2023-10-13,265.22,2
ORD101341,2023-01-01,99.03,19
ORD101342,2023-08-31,117.0,8
ORD101343,2024-09-30,23.07,22
ORD101344,2024-10-04,10.56,6
ORD101345,2023-04-09,25.68,44
ORD101346,2024-10-27,53.22,26
ORD101347,2023-04-26,67.18,30
ORD101348,2024-01-03,73.58,35
ORD101349,2024-06-18,116.79,1
ORD101350,2024-11-26,39.52,44
ORD101351,2024-07-18,29.38,2
ORD101352,2024-01-29,51.23,34
ORD101353,2023-11-09,281.89,4
ORD101354,2023-02-24,28.51,49
ORD101355,2023-06-23,22.16,15
ORD101356,2024-04-26,12.65,14
ORD101357,2024-03-30,104.65,40
ORD101358,2023-12-03,23.23,43
ORD101359,2024-10-23,35.78,4
ORD101360,2023-07-22,67.13,16
ORD101361,2023-12-14,125.81,48
ORD101362,2024-10-28,229.44,31
ORD101363,2024-07-12,43.73,31
ORD101364,2023-09-22,23.15,46
ORD101365,2023-05-03,55.32,39
ORD101366,2023-03-22,43.86,14
ORD101367,2024-02-19,22.95,25
ORD101368,2024-09-28,32.91,14
ORD101369,2024-06-27,103.9,7
ORD101370,2024-08-28,315.01,7
ORD101371,2023-04-25,34.46,3
ORD101372,2023-03-05,116.99,3
ORD101373,2024-10-19,49.18,8
ORD101374,2023-09-26,134.65,49
ORD101375,2023-01-03,23.07,48
ORD101376,2023-11-22,45.76,40
ORD101377,2023-12-03,42.79,6
ORD101378,2023-07-08,98.09,17
ORD101379,2024-10-29,169.84,8
ORD101380,2023-05-06,25.65,3
ORD101381,2023-06-18,31.27,7
ORD101382,2024-12-22,45.22,26
ORD101383,2024-02-26,95.9,36
ORD101384,2024-03-17,130.35,3
ORD101385,2024-12-19,14.81,22
ORD101386,2023-07-31,157.92,25
ORD101387,2023-11-21,63.59,7
ORD101388,2023-11-01,39.54,43
ORD101389,2023-04-02,21.33,26
ORD101390,2024-07-01,135.17,35
ORD101391,2024-03-05,18.96,36
ORD101392,2024-03-31,52.01,26
ORD101393,2024-08-13,46.6,15
ORD101394,2024-07-28,144.48,11
ORD101395,2023-07-16,78.05,12
ORD101396,2024-05-16,242.95,37
ORD101397,2023-07-27,16.05,13
ORD101398,2024-08-01,103.53,31
ORD101399,2023-02-09,48.48,32
ORD101400,2024-10-28,100.91,1
ORD101401,2023-07-19,31.3,9
ORD101402,2024-07-23,140.71,31
ORD101403,2023-11-01,19.51,21
ORD101404,2023-02-05,107.8,42
ORD101405,2023-06-11,61.94,6
ORD101406,2024-06-12,60.71,7
ORD101407,2023-06-08,15.36,42
ORD101408,2024-04-26,62.64,16
ORD101409,2024-09-30,73.26,21
ORD101410,2024-12-09,18.89,7
ORD101411,2023-10-11,218.41,29
ORD101412,2024-04-20,109.03,39
ORD101413,2023-12-28,94.12,19
ORD101414,2024-06-14,69.08,12
ORD101415,2023-03-11,40.84,18
ORD101416,2023-01-26,281.67,31
ORD101417,2023-02-15,141.36,18
ORD101418,2024-06-11,83.75,39
ORD101419,2024-08-06,71.17,35
ORD101420,2024-05-05,56.66,44
ORD101421,2023-05-06,43.49,49
ORD101422,2023-01-03,17.57,41
ORD101423,2024-12-13,87.37,44
ORD101424,2024-03-19,19.0,9
ORD101425,2024-05-09,27.29,14
ORD101426,2024-04-10,60.71,24
ORD101427,2023-01-03,58.96,3
ORD101428,2024-01-23,101.19,28
ORD101429,2024-05-15,156.44,13
ORD101430,2023-07-24,59.78,6
ORD101431,2023-12-20,164.22,21
ORD101432,2024-04-22,140.57,31
ORD101433,2023-03-04,95.16,33
ORD101434,2024-12-03,72.2,24
ORD101435,2023-11-20,18.21,7
ORD101436,2024-12-05,71.92,39
ORD101437,2023-01-11,74.29,30
ORD101438,2024-09-02,29.54,2
ORD101439,2024-09-13,112.77,7
ORD101440,2024-01-13,53.55,31
ORD101441,2023-08-08,73.99,22
ORD101442,2024-10-09,94.6,20
ORD101443,2023-10-11,77.13,29
ORD101444,2024-04-13,25.1,4
ORD101445,2023-04-30,30.51,12
ORD101446,2024-05-14,36.28,47
ORD101447,2024-07-28,35.72,27
ORD101448,2024-12-02,72.61,9
ORD101449,2023-08-07,23.53,22
ORD101450,2024-12-22,18.57,31
ORD101451,2023-01-22,88.82,50
ORD101452,2024-10-15,164.75,4
ORD101453,2023-04-24,32.53,42
ORD101454,2023-10-07,88.88,37
ORD101455,2023-03-02,40.15,49
ORD101456,2023-05-26,182.03,13
ORD101457,2024-10-24,39.91,32
ORD101458,2024-08-11,99.47,10
ORD101459,2023-05-06,20.85,37
ORD101460,2024-08-01,268.08,10
ORD101461,2023-01-03,85.86,27
ORD101462,2024-09-23,123.92,10
ORD101463,2024-12-31,154.12,23
ORD101464,2024-10-27,132.54,32
ORD101465,2023-10-31,69.9,24
ORD101466,2023-07-05,153.36,28
ORD101467,2023-12-25,135.43,4
ORD101468,2023-06-24,166.03,1
ORD101469,2024-07-27,54.34,30
ORD101470,2024-03-18,43.97,31
